"Lahat ng earphones na yan lahat sira, Anong klaseng seller kayo, nagtitinda kayo ng mga sirang earphones..Sayang lang pero ko..",0
Unang gamit sira agad ?? ??,0
item was no longer working 2 days after shipment.,0
Sira naman yung earphones walang kwenta sayang lang pera ko bwisit......??,0
"Pangit ng tunog, Sabog ung sounds,",0
Kung nag galing ka sa original earphone wag muna try to like me na galing sa original walang left right sounds sira pa pinadala di ko na no refund mura lang naman at ok lang pero wag kana tumuloy order like a toy men,0
Basag ang boses😡,0
Panget quality ng r20 ,0
"Wala Yung isang rubber sa Left side, tapus Ang tagal ng delivery, Kung saan saan pa dinala.. same QC Lang din Naman.",0
Hindi maganda yung earphone hindi gumagana yung isa tapos yung sabi magmetic pero hindi naman,0
Wrong product,0
Ngetpa quality. 😡😡,0
Microphone not working,0
Very disappointed. ??,0
Ginamit ko sya but 1week after hindi na sya gumagana. I was disappointed.,0
Defective item tunog chipmunks dineliver nyo sa akin,0
Sira kaagad ??,0
MALI YONG BINIGAY! 😡,0
Pag dating maayos tapos nagalaw lang saglit sira na yung kanan di na tumutunog,0
ang bilis masira 3 days ko palang nagagamit sira na,0
Panget ??,0
Hindi gumagana yung isang pares ng isang earphone! Sana ma refund pa.,0
Very disappointed.. Mic not functioning not magnetic. sana po u tried it before shipping out. Tanggal din yung yellow na nakaconnect sa earphones,0
"I ordered two. The other one came with two same right earbuds, so disappointing.",0
"Very very very unhappy.. Kung ano ung tela ng kurtina, ayon din ang tela ng bedsheet! Katsa texture po sya. And this should be terno, pero ung kurtina ko 1 pink at1 peach ang kulay. Dapat po 2 pink ito. Sana nag checheck ng orders para sa service man lang makabawi kayo ????????? Not buying again!!",0
Subrang kupas ang kulor nya..iba sa pic..iba ang expictition dalawang order Kona Dito ganoon din Sa una kupas din ang kular??????,0
Sobrang panget ng kulay kupas na kupas na parang gmit na .??????????????????????. Sayang lang pera . wag na wag kau oorder dto nkaka disappoint . sobra . kagigil ???????????????????????? Balik nyo pera ko inyo na tong items panget na panget .. Nhhiya tuloy ako ibgay kay mama .. Kasi SOBRANG PANGET,0
Super disappointed!! Ang layo ng itsura sa sample picture nyo.. Nakakadismaya!! Kupas ang kulay parang luma na.. Sayang ang pera,0
"Sobrang iba nito sa pic at actual, kupas naa po xa parang ginamit na ...",0
Mayabang Ang nag deliver subrang yabang ,0
Napaka putla Ng kulay Hindi Naman Ito red parang binabad sa clorox not worth the money at Hindi maganda Ang qaulity,0
Napaka nipis Napaka faded ng kulay Malayo sa ads / Picture nila Naloko kami sa presyong mababa kailangan makaloko para kayo ay bumenta Ayusin nyo negosyo nyo. Di rin mg rereply yang seller na yan,0
Isa lang nagana sa left lang wag kayo bumili dito???????? ??,0
"The product is not working, i tried to contact the seller but, he ignored my messages ????",0
FAKE. BAD QUALITY tunog lata. Not magnetic. False advertising,0
Di gana yung mic🙁,0
 nasira agad ??,0
Pagkalipas Ng isang araw garal gal na Yung Tunog Ng right🙁..,0
"Hindi ba gumagana isang side e partida dalawa pa order ko tas built in magnets daw tapos wala naman scam amputek, may cable organizer daw tapos wala naman. Kulang kulang na dipa gumagana bulok!!",0
"Wrong item shipped, what am I gonna do with this",0
the earphones are not surround sound both piece plays right side audio and either lower volume or no sound at all for left side audio all 10 of them,0
Walang silbe hahahahahahahaha kung ayaw niyo mag sisi wag na bumili dito??????,0
"Sira yung isang earphone nirefund nga diman nagtanong manlang kung active ba shopee pay ko sayang lang diko magagamit sana kahit sa gcash nalang po, di sana ako magrarate ng ganto kung maayos lang din po kayo makipagusap seller. Sinunod ko req nyo na sirain ko yung earphone para marefund pero anyare",0
This is my second time buying and still has the same issue as the last one... Left side wont work(if focused but if both it works) the sound quality is not that good but usable to some.. Not for me thanks probably wont order again ;;;,0
Picture not related*** I ordered 2 pcs Disappointed hindi gumagana ang mic ng both earphones. Though it only cost a little pero sana yung maayos din ang natatanggap ng buyer. I can't refund or return kais na order received na ng son ko without testing the mic of each item,0
Poor customer service.. ung ilang beses m n sinabi q Ng Anu ung concerns m Pero d nmn nasasagot Ng maayos ung concerns m.. Damage n ung dumating n tempered glass.. Pero wla MN lng matinong sagot and wlang mabigay n solutions regarding s concerns Ng customer.. Yung number nmn n binigay invalid naman,0
Hndi maayos ung earphones na isa paano to dalawa inorder ko ung isa sira!!!,0
Wlang kwenta yung earphone hndi ngamit syang Pera ko ????,0
Hnd po nagana,0
One star dahil 1 day ko lang nagamit ang headset kinabukasan di na gumagana..,0
"SOBRANG PANGET NG PRODUCT NILA DITO, NAG ORDER AKO NG DALAWANG EARPHONES DITO, SAME ANG SIRA, DI GUMAGANA ANG SPEAKER!!!",0
"I received defective earphone so I ask for refund, then this shop said cut it using scissor so I did, I cut the defective earphone! But until now they didn't refund my payment.",0
  pag gamit ko nag static agad and nag chat ako sa shop di nag reresponse kaya pag tyatyagaan ko nalang,0
Sabog ung audio and the left one doesnt work🤬,0
"yung bumili ka kase gagamitin mo pag online class,tas di gumagana yung mic. kaya wag na kayo mag taka kung bat wanstar yan.",0
Bagsag po tempered glass ??????,0
Na wawala ung sound minsan🙁,0
"Low build quality, isang bagsak lang sira na",0
Wrong items one time palang nagagamit ganyan na agad. Will not order again. ??,0
Trash product🤬????,0
KULANG PINADALA!!!! 3 ORDER KO ISA LANG DUMATING.! NAG MESSAGE AKO SA KANILA AND WALA MANLANG RESPOND!!! ANO KALA NUO SA PERANG BINAYAD NAMIN?? FREE!!!,0
Bakit di gumagana ang mic?di gumagana mic sayang lang wag kayo bumili sayang lang ang pera,0
"Update: Wala pang 1 week, sira na agad yung item. :)",0
Sorry seller and Shopee product quality is poor thatÃ•s why itÃ•s cheap.??,0
Panget ng sounds at hindi gumana ang buttons niya. Hindi siya pwede pang music or pang call man lang. Sayang ang pera.,0
Mahina yung isang ear bud.,0
"Left side earphone not functioning, sinubukan na din sa 3 phones ganon pa din. Right side earphone lang ng earphone malakas at gumagana.",0
ang bilis pong nasira,0
Mahina sa realme 6pro ko ??,0
Sira agad amp,0
"Yung packaging nya wala bubble wrap buti hindi nasira nung narecieve ko, kaya pala mura sya yung tunog nya di okay pero salamat parin lagyan nyo po bubble wrap mga packaging nyo yung lang salamat",0
Wag na kayong bumili dito bulok yung seller sira yung bini benta tapos d pa marunong gumawa ng paraan para maayos yung binenta nila first time ko makaranas neto kaya wag na kayong bumili dito d worth it masasayang pera nyo,0
"I bought two earphone and each earphone, the other side is not working.",0
:( nkklungkot ang hina 🙁🙁.. low quality..,0
the items are defective ,0
Bobo😡 ,0
im so disappointed 3 earphones pa naman binili ko para may stock aq tapos nung tinry ko lahat sa call umuugong siya like wtf expect na expect ako kanina pagka dating ilang araw ko pa inantay tapos ganito i will not order again,0
Its a fake hindi naman real me ung Earphone😡.,0
SIRA AGAD SYA 😡??,0
"Disapointed lang kasi isa yung right ear nya, sabog yung tunog and naka usli yung wires nya aa right. Hays sobrang sayang lang",0
Sira nung diniliver bulok sayang pera mo,0
Sira mic tapos ilang days lang nasira na pati yung earphones ,0
defective parehas pinadala nu 😡,0
"No protection sa product huhu sira din yung items ayaw gumana tapos yung isa putol yung cord,, pero nag send naman si seller ng pic bka sa shipping lang sya pero i hope na lagay sana ng protection next time para di sira pagdumating ??????",0
panget ng item parehas di tumutunog wag kayong bibili dito napaka panget ng product,0
Hindi ko alam kung sira ba to pero ang sabi kase sa description stereo type sya na earphone pero mono lang sya means naka merge left and right sound. imbis na yong sound na para sa left ay sa left lang lalabas ganon din sa right.,0
BEWARE of buying products to this store. They sell damaged items and doesn't refund you😡😡😡. Bought the item on sale and received a non-functioning one. doesn't worth returning so I throw it out. seller respond after days. So yeah. just heads up. They sell faulty items w/o checking the product.,0
Sira yung isa R40. Yung left lang gumagana then hindi pa sya nag mamagnet.,0
"First of all, if the price is to low don't expect for a good quality, 2nd I really don't recommend those categories cause they will give you the same thing as mine. Thank you.",0
Maling item yung pinadala ugaliing icheck bago ishipout nakakaabala kase pag ganyan ginagawa nyo😡,0
"unang order ng kaibigan ko parehong right nakuha nya, nung umorder naman ako parehong left naman, taena trinashtalk tuloy kami sa search and destroy sa cod, tinawag kaming bingi amp",0
"Scratches, defective item late delivery, scam and rude seller. ??????",0
"Sira po yung earphone, pawala wala sya tapos minsan hihina at lalakas tapos minsan mawawala nlg sya sa pag connect sa phone mo, siguro hinahagis ng mga jnt hnd kasi naka bubble wrap, hayss",0
"Item received, I expected more in sound quality. 3 days after using it, still no stereo sound, poor quality product. Very disappointed!",0
"Mahina ang isang side ng headset, basag ang Bass.",0
sira po yung left side ang pangit po ng sound quality at hindi comportable sa tenga,0
Maling item yung pinadala ugaliing icheck bago ishipout nakakaabala kase pag ganyan ginagawa nyo🤬,0
"unang order ng kaibigan ko parehong right nakuha nya, nung umorder naman ako parehong left naman, taena trinashtalk tuloy kami sa search and destroy sa cod, tinawag kaming bingi amp",0
"Scratches, defective item late delivery, scam and rude seller🤬.",0
"Sira po yung earphone, pawala wala sya tapos minsan hihina at lalakas tapos minsan mawawala nlg sya sa pag connect sa phone mo, siguro hinahagis ng mga jnt hnd kasi naka bubble wrap, hayss",0
"Item received, I expected more in sound quality. 3 days after using it, still no stereo sound, poor quality product. Very disappointed!",0
"Mahina ang isang side ng headset,basag ang Bass. ??",0
Same right sounds fck🤬,0
sira po yung left side ang pangit po ng sound quality at hindi comportable sa tenga,0
Sayang pera😡..ang layo kumpara sa picture..tas machina tunog very disappointed ðŸ˜ž,0
defective :'((,0
1 lang gumagana . buti nalang tatlo binili ko ,0
I was very disappointed I bought 4pcs of these earphones tapos sira lahat ng mic ? Useless d magamit sa open mic games or call all mic are defected.. please dont buy these if you guys are into games using mic or gagamitin nyo for calls WASTE MONEY BETTER BUY SOMEWHERE ELSE,0
Low quality sound. Sabog tunog.,0
Both earphones were defective.One earphone only gave out the left input on both the buds and the other earphone only gave out the right input on both buds.Its like listening with a mono earphone. :/,0
Huwag na kayoo bumili dto siraa yung darating sainyooo pweeee😡😡...,0
Panget quality ng sound. Di nagana pag left side na ang kanta,0
WRONG and LOW QUALITY items and FAKE Realme Earphones! SELLER NOT RESPONSIVE😡😡!!!!,0
Panget ng item iba sa personal tunog lata at ang cheap ng itsura peke na peke tlga. Sabi sa post is realme pero ndi sya totoo.. its jafake,0
Madali siyang masira parang 2 days palang natanggal agad yung wire ng kanan,0
Not working,0
Ang panget ng quality ng product. What u see is not really what you get. Sana chinecheck nyo mga items kung nagana ba o hindi. Nakakadisappoint. Ilang beses na ko nag-order sa shopee pero sa shop lang na to ako nanlumoðŸ˜¤,0
Parehong left ang tunog malakas naman yun lang ang problema,0
"2 out of 5 are not working, pinaputol ni seller yung hindi gumagana para daw irefund tapos icancel din pala yung refund request ko. I know its cheap pero I paid for it and napaka unfair.",0
Panget misleading product realme nakalagay di naman realme panget sana ulam nyo🤬,0
"Pwede na sa 28 pesosðŸ˜…, mas malakas pa yung bass sa mismong tugtog. Pero mabait naman yung seller,  walang bubble wrap di ko talaga gusto yung tunog. ðŸ˜…",0
"Why 1 star only? Kasi hindi gumagana yung stereo ng earphones nato. Tinest ko sya sa left and right sound, hindi mo naririnig yung sounds sa right side puro sa left side, parang naka combine yung sounds, parang naka mono sound. Both naman gumagana kaso yung pagka stereo type ng earphones nato, wala.",0
"Bat naman sira ung pinadala nyo sakin? Balik nyo pera ko, nagsayang ako ng pera para sa sirang earphone nyo, nkakadismaya kauðŸ˜­ðŸ˜­ðŸ˜­",0
"Not worth buying, though the price defines its quality. I tried testing both left and right earplugs, and both works as a left earplug. Meaning, the right earplug has the left sound, and none of the earplugs has the right sound. ðŸ˜”",0
"Do not buy this earphones, the sound is very bad. Ganito yung mga nabibili s mga naglalako sa kalye.",0
I ordered R95 variant. Okay yung delivery para sakin medyo mabilis din naman. Ang problema lang is garalgal yung tunog as in walang quality yung sound lalo na sa mga songs. I'm requesting a refund or replacement of this item. Please be responsible for your business ðŸ™‚,0
"Poor quality. Sayang ang bayad. 2 pa naman inorder ko. ang daling nasira. Wala pang 1 week. Sorry, will not order again.",0
grounded amputik sayang hayst  😡,0
"NEVER BUY HERE, NEVER AGAIN. ABULOY KO NA SA INYO 😡😡😡.",0
I will never order again in this shop! I just waste my money!!,0
The item i received isn't working i intend to return it but eventually due to my personal schedule i cannot go to any branch of j&t in our area so I'll just buy another one,0
Kapangit naman Tunog Lata naman🤬!!!!!,0
Sira po agad🤬,0
Honestly speaking I know its too much to expect quality product for a cheap price. But 2 out of the 4 earphones isn't working. Sana before pina ship tinest muna. Buti na lang mura lng ung nabili ko.,0
Sorry but the item that i received which is r 95 is not functioning may problema sa jack mismo,0
Kainis maganda pa yung 9 pesos earphone na nabili koðŸ¤¬ðŸ¤¬,0
the sound is bad parang tunog lata tas sabog yung tunog tas mahina pa will not order again,0
Sira yung isa😡,0
tapos kini click ko un refund kanina ayaw gumana! ska ayaw pa mag send ng photo! isesend ko talaga un sirang headset n 2 putol pang wire! nakakagigil! sana hindi na kayo nagtinda sayang 159! hindi na ako bibili ulit sa inyo! 0 star kayo dapat! hindi la binalik ng delivery piso ko!,0
"I was scammed🤬. Akala ko ba realme, bat MSP MISSIPPI ito? Hahays. Not recommend to everyone. I'll post this sa Facebook.",0
3/10 pangit ng quality😡,0
Realme earphone inorder q ano tong dumating sken haist ka dismaya ok lng SNA price per SNA ndi na nilagay na realme brand pra ndi umasa mhina dn sounds nea kea ndi DN bkaka satisfied Wala DN update c seller ndi na aq mauulit dto,0
Some of items were defective. Fck u😡,0
May damaged yung earphone. Will not recommend to buy this item even though it has a name of realme.,0
Please refund my money 😡😡😡!!! My order is R-95 but i get R-40?!!. Then sira pa yung sa tenga at grounded pa. Refund my money please.,0
"Clearly the package says stereo earphone but what i received is mono earphone. The seller doesn't give sh*t cause this is my 3rd order. The first is good, the second is mono so i refund it and this third one is sh*tty as the second one. Always check your order, do the left right test.",0
Di na dedetect tas ayaw pa gumana ðŸ˜ž,0
Baduy Ilang araw ko hinintay sira naman dumating sakin.  baduy baduy. Buti mura lang.,0
"Tunog lata, kulob at sabog audio amp",0
poor packaging... Ayusin naman sana sa sunod kase binibe ta nakin yan eh,0
"the earplugs aren't working properly, the left bud doesn't make sound & the overall audio is very choppy. won't recommend.",0
Parehas sira yung earphone na binigay sakin ni seller ano ba naman yan nakakadismaya😡,0
Mabilis masira🤬,0
very disappointing !! ðŸ˜¤ðŸ˜” ????,0
I ordered four earphones. One was working and the other three are pure garbage. And guess what? The working one sounds like it's not even worth 30 pesos. lol. ,0
Not original. Quality is not good ??,0
